n_estimators,max_depth,min_samples_split,min_samples_leaf,accuracy,f1_score
10,5,5,1,0.85,0.8
10,5,2,1,0.85,0.8
10,5,2,2,0.8,0.7142857142857143
20,5,2,1,0.8,0.7142857142857143
30,5,2,1,0.8,0.7142857142857143
10,5,5,2,0.8,0.7142857142857143
30,3,5,2,0.75,0.6153846153846154
30,3,2,2,0.75,0.6153846153846154
30,5,2,2,0.75,0.6153846153846154
10,3,5,2,0.75,0.6153846153846154
20,3,5,2,0.75,0.6153846153846154
10,3,2,1,0.75,0.6153846153846154
30,5,5,2,0.75,0.6153846153846154
20,5,2,2,0.75,0.6153846153846154
10,5,10,2,0.75,0.6153846153846154
20,3,10,2,0.75,0.6153846153846154
20,5,10,2,0.75,0.6153846153846154
30,3,10,2,0.75,0.6153846153846154
30,5,10,2,0.75,0.6153846153846154
10,3,10,2,0.75,0.6153846153846154
20,5,5,2,0.75,0.6153846153846154
20,3,2,2,0.75,0.6153846153846154
30,5,5,1,0.75,0.6153846153846154
10,3,2,2,0.75,0.6153846153846154
20,3,2,1,0.75,0.6153846153846154
30,3,2,1,0.75,0.6153846153846154
10,3,5,1,0.75,0.6153846153846154
20,5,5,1,0.75,0.6153846153846154
30,3,5,1,0.75,0.6153846153846154
20,3,5,1,0.75,0.6153846153846154
10,3,10,1,0.75,0.6153846153846154
10,5,10,1,0.75,0.6153846153846154
20,3,10,1,0.75,0.6153846153846154
20,5,10,1,0.75,0.6153846153846154
30,3,10,1,0.75,0.6153846153846154
30,5,10,1,0.75,0.6153846153846154
20,3,5,4,0.7,0.5
30,3,10,4,0.7,0.5
20,5,10,4,0.7,0.5
20,3,10,4,0.7,0.5
10,5,10,4,0.7,0.5
30,5,5,4,0.7,0.5
30,3,5,4,0.7,0.5
20,5,5,4,0.7,0.5
30,5,10,4,0.7,0.5
30,5,2,4,0.7,0.5
30,3,2,4,0.7,0.5
20,5,2,4,0.7,0.5
20,3,2,4,0.7,0.5
10,5,5,4,0.65,0.36363636363636365
10,3,5,4,0.65,0.36363636363636365
10,3,10,4,0.65,0.36363636363636365
10,3,2,4,0.65,0.36363636363636365
10,5,2,4,0.65,0.36363636363636365
