n_estimators,max_depth,min_samples_split,min_samples_leaf,accuracy,f1_score
20,5,5,2,0.7272727272727273,0.7692307692307693
30,5,2,4,0.7272727272727273,0.7692307692307693
10,5,10,2,0.7272727272727273,0.7692307692307693
20,3,10,2,0.7272727272727273,0.7692307692307693
20,5,10,2,0.7272727272727273,0.7692307692307693
30,3,10,2,0.7272727272727273,0.7692307692307693
30,5,10,2,0.7272727272727273,0.7692307692307693
10,3,2,4,0.7272727272727273,0.7692307692307693
10,5,2,4,0.7272727272727273,0.7692307692307693
20,3,2,4,0.7272727272727273,0.7692307692307693
20,5,2,4,0.7272727272727273,0.7692307692307693
30,3,2,4,0.7272727272727273,0.7692307692307693
10,3,5,4,0.7272727272727273,0.7692307692307693
20,3,5,2,0.7272727272727273,0.7692307692307693
10,5,5,4,0.7272727272727273,0.7692307692307693
20,3,5,4,0.7272727272727273,0.7692307692307693
20,5,5,4,0.7272727272727273,0.7692307692307693
30,3,5,4,0.7272727272727273,0.7692307692307693
30,5,5,4,0.7272727272727273,0.7692307692307693
10,3,10,4,0.7272727272727273,0.7692307692307693
10,5,10,4,0.7272727272727273,0.7692307692307693
20,3,10,4,0.7272727272727273,0.7692307692307693
20,5,10,4,0.7272727272727273,0.7692307692307693
30,3,10,4,0.7272727272727273,0.7692307692307693
30,3,5,2,0.7272727272727273,0.7692307692307693
30,5,10,4,0.7272727272727273,0.7692307692307693
20,3,10,1,0.7272727272727273,0.7692307692307693
20,5,2,2,0.7272727272727273,0.7692307692307693
10,5,10,1,0.7272727272727273,0.7692307692307693
20,3,5,1,0.7272727272727273,0.7692307692307693
20,5,10,1,0.7272727272727273,0.7692307692307693
30,3,10,1,0.7272727272727273,0.7692307692307693
30,5,10,1,0.7272727272727273,0.7692307692307693
20,3,2,2,0.7272727272727273,0.7692307692307693
30,3,2,2,0.7272727272727273,0.7692307692307693
20,3,2,1,0.7272727272727273,0.7692307692307693
20,5,5,1,0.7272727272727273,0.7692307692307693
30,3,5,1,0.6818181818181818,0.7407407407407407
10,3,5,1,0.6818181818181818,0.7407407407407407
10,5,5,1,0.6818181818181818,0.7407407407407407
30,5,2,1,0.6818181818181818,0.7407407407407407
30,3,2,1,0.6818181818181818,0.7407407407407407
20,5,2,1,0.6818181818181818,0.7407407407407407
10,5,5,2,0.6818181818181818,0.7407407407407407
30,5,5,1,0.6818181818181818,0.7407407407407407
10,3,10,1,0.6818181818181818,0.7407407407407407
10,5,2,1,0.6818181818181818,0.7407407407407407
10,3,2,2,0.6818181818181818,0.7407407407407407
10,5,2,2,0.6818181818181818,0.7407407407407407
30,5,2,2,0.6818181818181818,0.7407407407407407
10,3,10,2,0.6818181818181818,0.7407407407407407
30,5,5,2,0.6818181818181818,0.7407407407407407
10,3,5,2,0.6818181818181818,0.7407407407407407
10,3,2,1,0.6818181818181818,0.7407407407407407
