n_estimators,max_depth,learning_rate,accuracy,f1_score
10,3,0.01,0.8888888888888888,0.9032258064516129
20,3,0.1,0.8888888888888888,0.9032258064516129
20,3,0.01,0.8888888888888888,0.9032258064516129
20,5,0.01,0.8888888888888888,0.9032258064516129
30,3,0.01,0.8888888888888888,0.9032258064516129
30,5,0.01,0.8888888888888888,0.9032258064516129
10,3,0.05,0.8888888888888888,0.9032258064516129
20,3,0.05,0.8888888888888888,0.9032258064516129
10,5,0.01,0.8888888888888888,0.9032258064516129
30,3,0.05,0.8888888888888888,0.9032258064516129
30,3,0.1,0.8888888888888888,0.9032258064516129
10,3,0.1,0.8888888888888888,0.9032258064516129
10,5,0.05,0.8518518518518519,0.8666666666666667
20,5,0.05,0.7777777777777778,0.7857142857142857
10,5,0.1,0.7777777777777778,0.7857142857142857
30,5,0.05,0.7777777777777778,0.7692307692307693
20,5,0.1,0.7407407407407407,0.7407407407407407
30,5,0.1,0.7407407407407407,0.7407407407407407
