n_estimators,max_depth,learning_rate,accuracy,f1_score
30,5,0.1,0.9,0.9230769230769231
30,3,0.1,0.9,0.9230769230769231
10,5,0.01,0.8,0.8
20,5,0.1,0.8,0.8
20,3,0.1,0.8,0.8
10,5,0.1,0.8,0.8
10,3,0.1,0.8,0.8
30,5,0.05,0.8,0.8
30,3,0.05,0.8,0.8
10,3,0.01,0.8,0.8
20,3,0.05,0.8,0.8
10,5,0.05,0.8,0.8
10,3,0.05,0.8,0.8
30,5,0.01,0.8,0.8
30,3,0.01,0.8,0.8
20,5,0.01,0.8,0.8
20,3,0.01,0.8,0.8
20,5,0.05,0.8,0.8
