learning_rate,epochs,context_size,accuracy,f1_score
0.1,10.0,5.0,1.0,1.0
0.1,10.0,3.0,0.9090909090909091,0.9230769230769231
0.001,10.0,3.0,0.9090909090909091,0.9090909090909091
0.001,30.0,3.0,0.9090909090909091,0.9090909090909091
0.1,30.0,5.0,0.9090909090909091,0.9090909090909091
0.05,50.0,5.0,0.9090909090909091,0.9090909090909091
0.05,30.0,5.0,0.9090909090909091,0.9090909090909091
0.001,50.0,5.0,0.9090909090909091,0.9090909090909091
0.001,30.0,5.0,0.9090909090909091,0.9090909090909091
0.001,10.0,5.0,0.9090909090909091,0.9090909090909091
0.1,50.0,3.0,0.9090909090909091,0.9090909090909091
0.1,30.0,3.0,0.9090909090909091,0.9090909090909091
0.05,30.0,3.0,0.9090909090909091,0.9090909090909091
0.001,50.0,3.0,0.9090909090909091,0.9090909090909091
0.05,50.0,3.0,0.8181818181818182,0.8333333333333334
0.1,50.0,5.0,0.8181818181818182,0.8333333333333334
0.05,10.0,5.0,0.7272727272727273,0.6666666666666666
0.05,10.0,3.0,0.45454545454545453,0.0
