learning_rate,epochs,context_size,accuracy,f1_score
0.001,10.0,3.0,0.8421052631578947,0.7272727272727273
0.001,50.0,5.0,0.8421052631578947,0.7272727272727273
0.05,50.0,5.0,0.8421052631578947,0.7272727272727273
0.05,30.0,5.0,0.8421052631578947,0.7272727272727273
0.001,10.0,5.0,0.8421052631578947,0.7272727272727273
0.05,50.0,3.0,0.7894736842105263,0.6666666666666666
0.05,10.0,5.0,0.7368421052631579,0.6153846153846154
0.05,10.0,3.0,0.7368421052631579,0.6153846153846154
0.1,10.0,5.0,0.7368421052631579,0.6153846153846154
0.001,30.0,3.0,0.7894736842105263,0.6
0.001,30.0,5.0,0.7894736842105263,0.6
0.1,50.0,5.0,0.7894736842105263,0.6
0.1,10.0,3.0,0.631578947368421,0.5333333333333333
0.1,30.0,3.0,0.7368421052631579,0.4444444444444444
0.001,50.0,3.0,0.7368421052631579,0.4444444444444444
0.1,30.0,5.0,0.7368421052631579,0.4444444444444444
0.1,50.0,3.0,0.7368421052631579,0.2857142857142857
0.05,30.0,3.0,0.7368421052631579,0.2857142857142857
