depth,dim,heads,dropout,accuracy,f1_score
5.0,64.0,2.0,0.1,0.7083333333333334,0.8205128205128205
5.0,64.0,4.0,0.1,0.7083333333333334,0.8205128205128205
3.0,32.0,2.0,0.1,0.6666666666666666,0.8
3.0,64.0,4.0,0.2,0.6666666666666666,0.8
5.0,32.0,4.0,0.3,0.6666666666666666,0.8
3.0,64.0,4.0,0.3,0.6666666666666666,0.8
3.0,32.0,4.0,0.3,0.6666666666666666,0.8
5.0,64.0,2.0,0.3,0.6666666666666666,0.8
5.0,32.0,2.0,0.3,0.6666666666666666,0.8
3.0,64.0,2.0,0.3,0.6666666666666666,0.8
3.0,32.0,2.0,0.3,0.6666666666666666,0.8
5.0,64.0,4.0,0.2,0.6666666666666666,0.8
5.0,32.0,4.0,0.2,0.6666666666666666,0.8
3.0,32.0,4.0,0.2,0.6666666666666666,0.8
3.0,64.0,2.0,0.1,0.6666666666666666,0.8
5.0,64.0,2.0,0.2,0.6666666666666666,0.8
5.0,32.0,2.0,0.2,0.6666666666666666,0.8
3.0,64.0,2.0,0.2,0.6666666666666666,0.8
3.0,32.0,2.0,0.2,0.6666666666666666,0.8
5.0,32.0,4.0,0.1,0.6666666666666666,0.8
3.0,64.0,4.0,0.1,0.6666666666666666,0.8
5.0,32.0,2.0,0.1,0.6666666666666666,0.8
5.0,64.0,4.0,0.3,0.6666666666666666,0.8
3.0,32.0,4.0,0.1,0.625,0.7692307692307693
