depth,dim,heads,dropout,accuracy,f1_score
3.0,32.0,4.0,0.3,0.9154929577464789,0.9361702127659575
5.0,64.0,4.0,0.1,0.9154929577464789,0.9361702127659575
3.0,64.0,4.0,0.2,0.9154929577464789,0.9361702127659575
5.0,64.0,2.0,0.2,0.9014084507042254,0.9263157894736842
5.0,32.0,2.0,0.1,0.9014084507042254,0.9263157894736842
5.0,64.0,2.0,0.1,0.9014084507042254,0.9263157894736842
3.0,64.0,4.0,0.1,0.9014084507042254,0.9263157894736842
5.0,32.0,4.0,0.1,0.9014084507042254,0.9263157894736842
5.0,64.0,2.0,0.3,0.9014084507042254,0.9263157894736842
5.0,64.0,4.0,0.2,0.9014084507042254,0.9263157894736842
3.0,32.0,4.0,0.2,0.8873239436619719,0.9166666666666666
5.0,64.0,4.0,0.3,0.8873239436619719,0.9166666666666666
3.0,64.0,2.0,0.1,0.8873239436619719,0.9148936170212766
3.0,64.0,2.0,0.2,0.8873239436619719,0.9148936170212766
3.0,32.0,2.0,0.2,0.8873239436619719,0.9148936170212766
5.0,32.0,2.0,0.2,0.8732394366197183,0.9072164948453608
3.0,64.0,2.0,0.3,0.8732394366197183,0.9072164948453608
5.0,32.0,4.0,0.3,0.8732394366197183,0.9072164948453608
5.0,32.0,4.0,0.2,0.8591549295774648,0.8979591836734694
3.0,32.0,2.0,0.3,0.8591549295774648,0.8979591836734694
5.0,32.0,2.0,0.3,0.8591549295774648,0.8979591836734694
3.0,64.0,4.0,0.3,0.8591549295774648,0.8979591836734694
3.0,32.0,2.0,0.1,0.8591549295774648,0.8958333333333334
3.0,32.0,4.0,0.1,0.8450704225352113,0.8888888888888888
