depth,dim,heads,dropout,accuracy,f1_score
3.0,64.0,4.0,0.2,0.9473684210526315,0.9090909090909091
3.0,64.0,2.0,0.3,0.8947368421052632,0.8333333333333334
5.0,64.0,2.0,0.1,0.8947368421052632,0.8
3.0,32.0,4.0,0.1,0.8947368421052632,0.8
3.0,64.0,4.0,0.1,0.8947368421052632,0.8
5.0,64.0,2.0,0.3,0.8947368421052632,0.8
5.0,64.0,4.0,0.1,0.8947368421052632,0.8
3.0,64.0,2.0,0.2,0.8947368421052632,0.8
5.0,64.0,2.0,0.2,0.8947368421052632,0.8
3.0,64.0,2.0,0.1,0.8947368421052632,0.8
5.0,32.0,4.0,0.2,0.8947368421052632,0.8
5.0,64.0,4.0,0.3,0.8421052631578947,0.7692307692307693
5.0,64.0,4.0,0.2,0.8421052631578947,0.7272727272727273
5.0,32.0,4.0,0.3,0.8421052631578947,0.6666666666666666
5.0,32.0,2.0,0.3,0.8421052631578947,0.6666666666666666
3.0,32.0,2.0,0.1,0.8421052631578947,0.6666666666666666
5.0,32.0,2.0,0.2,0.8421052631578947,0.6666666666666666
3.0,32.0,2.0,0.2,0.8421052631578947,0.6666666666666666
5.0,32.0,2.0,0.1,0.8421052631578947,0.6666666666666666
3.0,32.0,4.0,0.2,0.8421052631578947,0.6666666666666666
3.0,64.0,4.0,0.3,0.7894736842105263,0.6
3.0,32.0,2.0,0.3,0.7894736842105263,0.5
3.0,32.0,4.0,0.3,0.7894736842105263,0.5
5.0,32.0,4.0,0.1,0.6842105263157895,0.0
