depth,dim,heads,dropout,accuracy,f1_score
3.0,32.0,2.0,0.2,0.8387096774193549,0.8936170212765957
5.0,64.0,4.0,0.1,0.8387096774193549,0.8888888888888888
3.0,64.0,2.0,0.2,0.8387096774193549,0.8837209302325582
5.0,64.0,4.0,0.2,0.8064516129032258,0.8695652173913043
3.0,64.0,4.0,0.1,0.8064516129032258,0.8695652173913043
3.0,64.0,4.0,0.3,0.8064516129032258,0.8695652173913043
3.0,32.0,4.0,0.1,0.8064516129032258,0.8636363636363636
5.0,32.0,2.0,0.2,0.8064516129032258,0.8636363636363636
3.0,64.0,4.0,0.2,0.8064516129032258,0.8636363636363636
5.0,32.0,2.0,0.3,0.7741935483870968,0.8571428571428571
3.0,64.0,2.0,0.1,0.7741935483870968,0.851063829787234
3.0,32.0,4.0,0.3,0.7741935483870968,0.8444444444444444
5.0,64.0,2.0,0.3,0.7741935483870968,0.8444444444444444
5.0,64.0,2.0,0.2,0.7741935483870968,0.8444444444444444
3.0,32.0,4.0,0.2,0.7741935483870968,0.8372093023255814
5.0,32.0,4.0,0.3,0.7419354838709677,0.8333333333333334
3.0,32.0,2.0,0.3,0.7419354838709677,0.8333333333333334
5.0,64.0,2.0,0.1,0.7419354838709677,0.8260869565217391
3.0,32.0,2.0,0.1,0.7096774193548387,0.8235294117647058
5.0,32.0,2.0,0.1,0.7419354838709677,0.8181818181818182
5.0,64.0,4.0,0.3,0.7419354838709677,0.8095238095238095
3.0,64.0,2.0,0.3,0.7096774193548387,0.7906976744186046
5.0,32.0,4.0,0.1,0.7096774193548387,0.7906976744186046
5.0,32.0,4.0,0.2,0.7096774193548387,0.7804878048780488
