depth,dim,heads,dropout,accuracy,f1_score
3.0,32.0,2.0,0.2,0.8333333333333334,0.8235294117647058
3.0,32.0,2.0,0.3,0.7777777777777778,0.8
3.0,32.0,2.0,0.1,0.7222222222222222,0.7368421052631579
3.0,32.0,4.0,0.3,0.7222222222222222,0.7368421052631579
5.0,32.0,2.0,0.3,0.7222222222222222,0.7368421052631579
3.0,64.0,4.0,0.1,0.7222222222222222,0.7368421052631579
5.0,64.0,2.0,0.2,0.6666666666666666,0.7
3.0,64.0,2.0,0.1,0.6666666666666666,0.6666666666666666
3.0,64.0,4.0,0.3,0.7222222222222222,0.6666666666666666
3.0,64.0,2.0,0.3,0.6666666666666666,0.6666666666666666
5.0,64.0,4.0,0.2,0.6666666666666666,0.6666666666666666
3.0,64.0,4.0,0.2,0.6666666666666666,0.6666666666666666
3.0,32.0,4.0,0.2,0.6666666666666666,0.6666666666666666
5.0,32.0,2.0,0.2,0.6666666666666666,0.6666666666666666
3.0,64.0,2.0,0.2,0.6666666666666666,0.6666666666666666
5.0,32.0,4.0,0.1,0.6666666666666666,0.6666666666666666
3.0,32.0,4.0,0.1,0.6666666666666666,0.6666666666666666
5.0,64.0,2.0,0.1,0.6666666666666666,0.625
5.0,64.0,4.0,0.3,0.6666666666666666,0.625
5.0,32.0,4.0,0.2,0.6111111111111112,0.5882352941176471
5.0,64.0,4.0,0.1,0.6111111111111112,0.5882352941176471
5.0,64.0,2.0,0.3,0.6111111111111112,0.5882352941176471
5.0,32.0,2.0,0.1,0.6111111111111112,0.5882352941176471
5.0,32.0,4.0,0.3,0.6111111111111112,0.5882352941176471
